reviews,sentiment
amazing immaculate service absolutely underpinning aspect brilliantly located room overlooking gateway ocean unforgettable slightly set bar rather high rest 4 week trip around,Positive
spent two night felt like royalty loved place well looked minute arrived room looked sea view gate visiting stay must,Positive
beautiful lot history glamourous décor speciality shop everywhere beautiful lobby looking expensive cheap blow budget want style fantastic swimming pool area great way relax find incense odour especially designer shopping area overbearing leave,Positive
situated opposite famous gate facing water genteel elegant beautifully maintained 6 star service heritage wing room huge upgrade corner suite real old world feeling enough cosseting fine bed linen little rose petal detail floor bath counter welcome home architecture resplendent heritage tour show part building snippet information picture illustrious guest period stone throw gate provides nice stroll early morning evening get member royal bombay yacht club sign visit get feel bombay like,Positive
beautiful let much noise right night im typing 230am hammering away function room since 10pm great spoiled zero sleep due ridiculous noise make day hard get ill happy go home get sleep shame hope ive unlucky room rest ok,Positive
clean saff good nd location good nd staff professional nd pool garden grenery nd food teasty nd clean good family nd coupl staff kind nd good,Positive
stayed 2 night business lovely fantastic location staff warm friendly pool area stunning peaceful oasis beautiful view stunning colonial setting,Positive
planning short stay looking five star option great choice loved attention detail attentive staff pick airport introduction room restaurant valet loyal heritage decor well presented maintained room lovely club room level 6 nice vaulted ceiling great view across city complimentary high tea cocktail included day nice touch staff well presented looked well nothing much trouble main reception area pretty hectic place got impression member public,Positive
place opposite arabian sea gate way super ambience staff super friendly lobby shopping good restaurant good room luxurious swimming pool health club facility excellent,Positive
nice location beautiful convenient garden clean staff polite food good lobby charm breakfast many thing tasty loveish highly recommend,Positive
never fails amaze meit unique architecture wingit topclass standard service attention minute detail going extra mile satisfy guest theseby almost single person part servicefrom driver doorman concierge room service restaurant towhat tariff high fully justified wish experience course food several restaurant authentic tasty enjoy traditional procession lamplighting ceremony lady around 530pm eveningreat family holiday business meeting may sound lofty none exaggerated,Positive
moment arrived like walking day british empire doorman greeted entrance enormous lobby glorious swimming pool area oozed old world charm room overlooked gateway beautiful sight wake morning really generous size sitting area lovely bathroom great shopping colaba lot restaurant shop sightseeing within walking distance love place can't wait go back leave plenty time get airport long way lot traffic,Positive
indeed le service immaculate get royal family thank team first giving complimentary stay add upgrading tower room room spacious interior seemed spick span view room gateway welcomed traditionally checkin reception person even guided room many hear word staff anything requested refreshing food golden dragon restaurant fabulous though favourite restaurant wasabi son whose almost 3 year old really enjoyed pool,Positive
convenient business geared leisure phenomenon resident pool area beautiful large number good restaurant convenient coffee shop sunday busy especially winter season highly recommended,Positive
nice visit went business visitgood servewe go family friend toonice view point went time friend located near gateway,Positive
"spent 3 night recently visited bar restaurant great exception sea lounge went drink dinner wasabi excellent restaurant served older waiter seem listen care asked ice whiskey one cube ice bailey brought whiskey ice glass full ice bailey disappeared waited finished drink hoping another round room charge sign neither happened decided go room waiter ignoring suddenly gave chase said wait check explained ""manager"" going wait longer",Positive
used one favorite visited many time upset see spite beautiful location great architecture become crowded service still efficient impersonal room tired restored breakfast room good perfectly clean worth though stay section experience view first time,Positive
always majestic feeling staying colaba sheer luxury excellent service polite staff best dining town indian chinese japanese mediterranean cuisine sea lounge one finest dining place eat,Positive
shamiana delight waiter well aware menu location dull place better get better view coffee shop i'll soon,Positive
amazing experience beautiful full history nice art corner luxury island middle busy professional staff originally tower changed side asked compare room staff immediately tower room modern business design view side room little gem even view food good bit pricey 5 star atmosphere restaurant worth value,Positive
october stayed one night say wish longer room perfect really big great view super comfortable staff really helpful golden dragon chinese restaurant amazing everyone go try duck thank,Positive
warm hospitality got surprise upgrade wing breakfast dining experience always special top floor restaurent offer breathtaking view buffet expensive though,Positive
taken associate town coffeeshop loved experience ambience entire experience lively go time guest abroad love shopping one spot missed tourist,Positive
service exemplary struggled hard find fault succeeded bottle opener otherwise pretty much spot level albeit price quality come cheap thoroughly recommended stay wing best experience afford,Positive
optimal location city excellent good service well kept reasonable pricing level good option business meeting well family stay child good swimming polo,Positive
winding month long visit could pleased iconic super warm welcome arrival topped superb service checking done room cant beat view sea room wing great dining option real need leave property service top fellow came room give wife rose petal foot bath even order wow come mind property nice trip penultimate well done staff management well done,Positive
stayed 2 night start mixed workholiday spell stayed heritage wing full hospitality package expected received exemplary care staff throughout enjoyed chilling pool spa session meal indian restaurant well cocktail harbour bar negative found atmosphere tempertature harbour bar indian restaurant masala kraft cold latter relatively empty window glacial temperature staff food however great,Positive
long trip south stay front gate becomes dream excellent service tasty food quantity limit upgrade use stay four room suite dedicate buttler lot small attention congrats management,Positive
enjoyable stay room immaculately kept really enjoyed luxuary ploh bath robe pool lovely temperature staff including changing room staff good enjoyed afternoon tea evening drink available club member cleaning floor staff fifth floor excellent polite customer even standing aside let customer pas nice touch breakfast excellent good range different food type suit pallet pastry cake beautiful lady greeted morning remembered room number madonna warm welcoming similarly gentleman served tea left hand side room looking,Positive
mumbaifrom check check totally different experience together great history great culture part corner property master piece enjoy admire museum art gallery huge collection painting old photograph old artifact unmatchable hospitality house keeping everything work perfect staying old heritage wing club floor facing arabian sea ultimate indulgence,Positive
conference weekend scenic view sea room great service knowledgable welcoming front desk staff truly vintage feel extravagant room food awesome,Positive
decided experience hospitality flagship took red eye flight staff accommodating allowed check early also given upgrade wing beautiful part location iconic property impressive facility top notch staff helpful even though stayed night room freshened least 4 time seen due upgrade access lounge expensive room due presence 2 gaitonde painting tastefully done flooring panelling health club pool top class pool deck area evening,Positive
review amazingly positive collective admiration really deserved absolutely need discus absolute beauty inside outside certainly among top 3 visited 50 country around world really struck 3day stay customer service level could simply rely reputation tourist keep coming matter instead amazing thing push satisfaction new level personalised checkin history calling family name restaurant second day dont know remembering wife prefer certain meal,Positive
property little old maintained well ambiance authentic classic feel history legend even enjoy staying lobby staff well trained friendly proper distance god experience stay,Positive
lucky styed befor couple year ago say still perfection palacee wing amazing welcomed red rose wondrrful manager ramneet singh special cant wait come back,Positive
"review long overdue think safely say general rule ""wherever possible say yes guest"" certainly experience stay excellent service norm thought notable mention term front desk service transportation arrangement arranging cooking demo m tiwari pleasant huge help say butler adrian gaurav considerate helpful sound snobby really make stay joy adrian smile cando attitude sure properly attired day evening bring chamomile tea retired evening sea lounge need table",Positive
starting greeting reception till check service good staff smiling face restaurant choice food super keep good work team vivanta president,Positive
sorry i've rarely positive experience whether dining chilling bar staying suite historical architectural significance building impossible overstate i'm afraid precisely factor make staying unpleasant first never stop feeling like indian train station rush hour chore get need security reasonable surely better way go currently ridiculous entrance service cordial best total shitshow pool lot staff aeon complacency evident suite stayed huge overlooking gateway grand,Positive
stayed great experience quality food absolutely tremendous staff great make feel special doubt best luxury,Positive
call mere big mistake stayed business nothing like level luxury service arrived week business 16 day holiday tour northern welcomed given tour noted slight problem room arrival resolved went cup tea pool side response excellent quibble resolved awoke boat bobbing arabian bay outside window fantastic view went incredible staircase breakfast view arabian bay vegetarian love lebanese food looking forward dinner ultimate middle eastern experience,Positive
wonderful experience spend 3 night iconic excellence hospitality start end highly recommend everyone extremely impressed service efectiveness especially diwali look like dream,Positive
family stayed 3 night quite honestly stay surpassed expectation first stay neverthless chose based superb location rather previous experience dont know whats changed time frankly exceptional experience upgraded tower wing staff welcoming sincere attentive felt thoroughly pampered pool exceptional house wine delicious much keep toddler entertained downside really didnt leave much liked nevertheless unforgettable experience plan stay anywhere else,Positive
traditional welcome style pretty female beautiful smile entry start positive vibe friendly environment apology forgot name personally feel duty welcome staff really difficult regular standing gate distinguishing resident guest entrant suggestive note may offer welcome service time making guest comfortable checkin sitting lobby please take personal opinion may help reducing fatigue welcome staff excellent experience front desk well trained staff specially gaurav perfect guidance taronish karkaria chef alisha sequiera pratika patil motivated food average,Positive
veneer personalization place everything impersonal greeting door checkout checkin asked take seat wait several employee whizzed past looking busy finally came checking without apology delay several others waiting well many employee scurrying around lobby can't wonder service moderate poor exceptional either day leaving going check 9 7 doorbell rang minibar guy said check minibar left guess job speaks poorly management find another,Positive
"highly recommend ""taj palace"" everyone first visit extremely impressed service efectiveness staff outstanding felt like vip beautiful sad leave thank wonderful stay big thank staff member attentiveness truly stay special",Positive
love place calm centre bustle fabulous location great view gateway service impeccable relaxing pool perfect temperature can't recommend highly,Positive
mind blowing 5 star one best group staying reflects well statusit even must see tourist attraction city many come see,Positive
5star counted among best type facility provided tourist internet wi fi facility also available also swimming pool,Positive
elegant historical luxury keyword room whether old new wingas well public area tastefully decorated breakfast spread sumptuous simply spoiled choicecleanliness seems code bed linen crisp white divine,Positive
one great world single thing make realise building even beautiful expect room old part spacious luxurious supremely comfortable staff attentive helpful appear know name soon arrive help received even rep meeting airport transfer quite extraordinary wide choice place eat tried excellent driver guide half day tour could better yes expensive reason,Positive
really old word charm moment get bus car awe security tight greeted friendly staff string flower neck drink book luggage whisked room foyer gorgeous huge flower arrangement room spacious well appointed staff elevator ensure go correct floor breakfast institution eaten dining room tea room first floor nothing much staff ask whim looked history apparently built facing wrong side back front,Positive
friend stayed last day trip around beautiful lovely friendly staff food outstanding photo room view inside,Positive
spent better half day trying book club level room website ccard link emailed photo rate error getting hope call make reservation directly one callled replied email called transferred central reservation booking rate wanted advised guest attend mandatory christmas gala dinner know price call direct confirm try reach line busy called oh wish young lady name clearly meant customer service,Positive
wonderful experience spend 3 night fabulous staff immense keen attend need nothing much trouble truly luxury dinner two restaurant impressed variety quality dish offer certainly recommend visitor,Positive
gem city sea facing built amazingly beautiful room stay pool area also beautiful garden seating area lobby great luxurious shop fine dinning restaurant,Positive
authentic place good food drink great place sight seeing good great time friend hard reach due heavy traffic outside,Positive
upgraded suite wing fabulous reputation one best certainly disappoint bed linen finest quality making one best sleep ever havevery hard get bed morning thought magnificent breakfast make easierafternoon tea reminds era gone bynot uncomfortable like five star pool heaven madness streetsif ever visit mustthe staff ambience majestic unsurpassed,Positive
stayed 3 night end 12 night stay lucky upgraded wing lovely great history loved historical tour take place 530pm day make sure book onto lovely meal masala kraft stay really enjoyed swim lovely large outdoor pool end long day sight seeing room superb comfortable definitely stay ever go back,Positive
dream boyfriend together friend stayed 1 month roundindia travel fall imagined better wrapping indian trip get perfect location opposite gate splendid historical architecture wonderful welcoming world class service staying feel like part shererezada princess bollywood star walking aroung historical part hall feel like museum room service excellent level private person available 24h willing fullfil wish due long cue breakfast offered possibility eat room ordering food via room service coffee,Positive
visited 1 night sea view room overlooking gateway wish time spend staff extremely helpful one feel comfortable home amazing room wonderful view scrumptious food superb ambience truly unforgettable experience special mention member staff deepika helpful stay,Positive
absolutely wonderful two night stay simply wonderful room felt luxurious decadent customer service best i've experienced anywhere i'm ever visiting book room highly recommended,Positive
fantastic steeped much history arrival delighted given upgrade room spent three unforgettable day wonderful luxury one leave found 530pm free tour interesting memorial 2008 terrorist attack moving mid late seventy may another chance visit always treasure stay thank much,Positive
first stay wondered best take care check food extremely good staff perfect knew well pemper guest,Positive
went look around whilst staying stunning great view restaurant great selection shop within including rolex louis vuitton worth look even buying feel majestic,Positive
amazing location sea view room heaven evening beautiful window sea facing room course beautiful history told one localite constructed let britisher know indian le one stay gave proud moment,Positive
22 year since lasted visited back came drink time lucky stay room overlooking gateway incredible site see changed dusk dawn inside reminded slightly opulent dubai big lobby designer shop mingled restaurant bar outside pool area near outside restaurant pretty lunch cocktail get chance dinner wanted try restaurant nearby instead however eat breakfast plentiful varied much choice felt safe airport scanner used everyone entering last leg tour returning home,Positive
excellent place loved memorable place second time need come love place came friend enjoyed lot stayed 2 day lovely day,Positive
well guess word describe beauty place specifically architecture however able enjoy overcrowded people pushing hence difficult enjoy experience nonetheless beautiful sight,Positive
call disservice way mere truly majestic outside majestic inside wife's eye mine like saucepan lid moment unfurled leg arm head confines black premier padmini taxi mini operative word two suitcase roped together precariously small yellow roof openmouthed took amazing architecture flotilla fishing boat bobbing arabian sea ever watchful gaze gateway sea wall crammed people watch sunset entered head swivelling well everything really finding front mfhusain's stunning,Positive
stayed april 2017 there's doubt location quite legendary room instead tower view pool backside legendary inside room quite beautiful bathroom white marble washbasin mirror tv room nice white decor stay day 1 art expo going onluckily got witness artwork india's finest day give tour resident guest staff show thing around history attached surprised innocuous looking chandelier metal eiffel tower founder procured evening tea ritual,Positive
ive started stopped writing review time deleting rewriting first sentence problem everything already written history service detail know true dont know get ready experience never forget stayed stay historic part marble everywhere woodwork dont today could go look picture lounge like stepping back time great cocktail impeccable service may gone lounge 3 ok 4 time le 24 hour fruit juice tea time dinner drink perfect breakfast buffet best ive found,Positive
short trip special occasion happy chose slight hiccup start staff atul chauhan team ganesh swapnil anant nirmala simply awesome rose petal foot spa sandal face pack flower cake thanks guy making feel special anniversarya special mention vinod room service dinner helped right food suiting tasteabsolutely enjoyed stay,Positive
"compulsory visit mumbay cannot lost due emblematic contribution history really near indian door fantastic view arabic sea visited restaurant service good birthday restaurant ""some local help"" surprised birth cake clapping_handsclapping_handsclapping_handsclapping_handsclapping_handsclapping_hands",Positive
absolutely fantastic truly nothing could fault actually stayed twice beginning end holiday firstly secondly tower room definitely deserve 5 rating location right next gateway ensured fantastic view service staff exquisite fine dining souk like heaven earth definitely recommend one forget,Positive
booked based many good review exaggerated especially service knowing celebrity world leaderspoliticians also stayed room booked heritage wing experience check awful first receptionist said couldnt find reservation contact agent booked he another country obviously asked access internet refused telling guest absolutely unacceptable asked manager thinking might get sympathy access surprise front desk manager laughed first really speechless thinking,Positive
one best stay one room staff one deserve get perfect 10 staying wing like staying treated like royalty restaurant excellent one seems look make food catering taste vegetarian chef come suggest,Positive
"popularly known come heritage grand class never stayed counting breakfast tea cafe place numerous time price expensive indian standard always fascinated amazing red building history quite interesting behind said jamshedji tata decided build refused entry one city's grand time watson's restricted ""whites only"" arabian sea view gateway old bombay road view amazing place one mustsee place today's hosted many notable guest president captain industry star show business",Positive
stayed 2 night business inside wing feel like away crazy city facility look old service mediocre many limitation request deviate standard possible whereas like extraordinary possible big miscommunication rgards second reservation let's se handled,Negative
stayed day personal visit minute stepped welcomed haarathi sindoor asked sea facing room view room beautiful spend hour watching gateway boat stationed therebreakfast lot variety suit palate better food restaurant ordering room service 40 costlier overall memorable experience,Positive
always pleasure stay charming old world recently wonderful stay four night second fortnight july situated apollo bunder right along arabian sea becomes charming monsoon gateway younger historic neighbour add great legacy promenade many historic building adding charm location arrival welcomed traditional indian style vermillion put forehead basil garland around neck soft jasmine fragrance wafting elegant lobby ushered room tower wing lovely surprise upgraded,Positive
went short stay grand property high security due past incident lovely inside stayed category also tower category room sure difference people may like check web side room good spacious actually spacious standard bathroom large bath tube well shower cubicle service excellent line standard room sufficient lighting nice working table tv limited channel ignored esp person official visit used gym well nice well equipped equipment look little old said quiet large gym breakfast,Positive
great hotellovely locationfantastic service go ahead book enjoy stay rooftop restaurant souk great view gateway ocean lovely shopping museaums walking distance,Positive
"little sceptical holiday going pan booked seen documentary place entirely convinced snippet tv documentary portraying courteous attentive staff could really true reflection place much like suppose 90 bollywood's portrayal wonderful element growing ""simplicity"" filmy romance reality life much complexed safe say wrong tv justice place breathtakingly beautiful staff absolutely amazing saw deal pretty tedious people time kept smiling level dedication staff job phenomenal right moment",Positive
stayed lovely many time time flew birthday wonderful effort special think often stay place come know shortfall take little resolve staying 7 night holiday weekend became exceedingly crowded seen previous stay queue breakfast morning weekend get sea lounge table inadequately prepared buffet poorly stocked think ask 3 time coffeeno napkin inadequate cutlery croissant left buffet yogurt,Positive
lovely staff friendly generally happy assist take getting used america used thing moving quickly service people responding request always case even luxurious apollo coffee shop found ask 3 time someone take order air conditioner started drip table food practically scream get new table apollo restaurant worst part majestic perhaps dont eat,Positive
stay trip visited lunch staff informative well welcoming food ambience restaurant first class wander around looking beautiful furnishing designer store miss wooden carving came check desk think air beautiful,Positive
free stay since husband inner circle member despite good give room room suite building huge room though amenity still old world charm seems untouched bath must around 300 sq ft decor room though simple old world touch make cozy elegant service received take probably 99 experienced till date travel history restaurant view gate way amazing well ordered room service since dining room living room well wanted make ordered indian spinach ricotta,Positive
moment checked till checked 5 day best service historic tour must really cool concept pool side lounge decorated amazingly butler service really nice needed since mindful gift treat left around place staying wing course staff knowledgeable friendly pushy always service biggest smile face must experience wise coming back sure top,Positive
simply can't put word timeless classic serf tell tale indian courage grandeur impeccable service shimmering chandelier ornate art adorn corridor walk across famed hall,Positive
indian belief interest luxury sure majority numero uno especially tower first property bombay electricty supply ofers best view looking gateway 10 ten year gap finaly booked overnight stay tower find checkingin upgraded second believe heard enetering room stunned see beautifully architected room passageway leading quick grab shamiana nice lunch golden dragon follwed hair cut facial amazing salon spa awesome starter mocktails aquarius pool side restaurant,Positive
"ambience good staff always apologetic state affair staff try show guest favour providing service say guest favour coming oberoi itc offer much much better luxury staff say favour treat guest importance standard luxury much higher compared complain give gift apologise improve upon offering sorry state affair unique selling point ""we offer crap luxury apologise"" itc never apologises dont need everything provided waste money stay although restaurant recipies good culture still persists",Positive
travel bombay miss hoteland take club room suit parfect staying enjoy incredible service fill like maharaja enjoy club benefit almost day chinese restaurant parfect delicious also pool nice miss amazing arnon,Positive
spent six night recent tour moment checked moment left received best service polite friendly knowledgeable staff best ensure stay memorable included suggestion place might like visit city discussing photography staff hotel's masala kraft restaurant prompt response request housekeeping team jayesh particularly helpful concierge team also able help good recommendation vegetarian restaurant close also like note thanks beauty cafe room extremely comfortable great view arabian sea gateway look,Positive
visited friend birthday 2 night service excellent checkin check choice restaurant amazing buffet breakfast included cant go wrong staff friendly helpful,Positive
take one back bygone era opulence royalty service match staff go way meet whim good shopping done outside definitely visit,Positive
defintely worth visit make sure get good guide could show explain history landmark properly else wandering waste day remember friday holiday pick weekday visit,Positive
i've often visited looked hoping could stay one day well spent day honeymoon totally amazed quality staff welcoming thoughtful wished better stay breakfast covered everything service spot special effort staff unforgettable occasion one hope repeat anniversary afternoon tea lounge nice relaxing sad leave back pampered luxurious surroundings keep superb work,Positive
one best stayed inthe service friendly staff exceptional location also good close museum art gallery gateway market though small end town great shop mention starbucks also great restaurant close,Positive
sensational food service surroundings cannot faulted yes expensive really worth truly iconic place eat security ultra tight splash cash,Positive
beautiful excellent food facility really make difference people always trying make happy first experience really impressed,Positive
wonderfull placenice visit place great experiencenice facility nd cooperative staff'sthere many small shop inside book store nice huge collection book,Positive
fantastic staff ensured wonderful stay last week september special anant sophia shamiana restaurant magical time 21 month old daughter great food staff fie relaxing break back,Positive
husband stayed three night 30th anniversary like thank vaibhav sangle taronish karkarla rake vaish making stay memorable one moment arrived went beyond make feel welcome given grade room place wing gave anniversary cake alcohol free champagne decorated room heart balloon really wonderful welcome never encountered service staff reception bar staff restaurant staff bell staff everyone professional approach extremely helpful unbelievable ambience grand entrance amazing,Positive
costly nice place visit lunch dinner staff cooperative good parking facility overall must visit place ever gone also room nice great view sea,Positive
one best amazing interior great location service amenity scale clean nice resturants amazing fitness club nice staff worth visit,Positive
one best experience stay pampering experience area staff brilliant job stay memorable loved location interior,Positive
fantastic stay first class service staff excellent stay trip liked hospitality culture everybody humble cooperative wanted feel likely home feeling,Positive
excellent service client centricity throughout stay food variety available including indian chinese japanese lebanese excellent conference room facility recreational facility gym swimming pool jiva spa available choose wing accommodation whenever,Positive
stayed 4 night wing hi quality elegant room great finish staff superb one front office manger saswata banerji went way checked day extremely attentive smallest detail great staff breakfast sea view sea lounge,Positive
excellent service orientated ever friendly willing staff pleasantly surprised occasion mother's birthday room given additional treatment like flower petal placed beautiful pattern many balloon nestled bed chair cherry top beautifully decadent chocolate cake big travelling party seven got share,Positive
everything heard customer service excellent staff polite friendly facility fantastic travelling solo never felt alone waiter chatted staff spoke saw feel important,Positive
first time business trip stayed one night wish stay longer top 5star world must say property stand notably exceptional level service provided consistent high level service offered staff including waiter 4 different restos dined sea lounge wasabi red dragon masala amazing check easy hassle keep great job certainly back,Positive
stay great experience watching sea room window fascinating location decor interior amenity service everything class itselfits paisa vaool experience,Positive
outstanding experience begin warm welcome magnificent lobby redolent antiquity winding opulent corridor regal decor room remarkable luxury tasteful furnishing top class service gourmet food,Positive
strike grooming staff old world courtesy even best establishment service measure exceptional food good served personalised care great amenity great location,Positive
enjoyed stay excellent service arrange car driver take place wait whole day till bring back safely,Positive
amazing highly recommend staff amazing beautiful food amazing great variety welcome treatment staff warm could asked look forward another stay,Positive
stay colaba amazing go way pamper leave stone unturned definitely best experience ever definitely back set extremely high standard overall thank making best trip ever,Positive
really enjoyed stay stuff nice helpful different room size clean organized 24 hour room room service order food food good many rest area close open around swimming pool super care make feel like home,Positive
first stay property highly recommended colleague told make sure stay wing good mix indian hospitality along regal experience staying place admit exceeded expectation aspect stayed sea facing club room place room beautiful antique furniture portrayed perfect balance modern day living ancient touch class special thanks devia entrance greet took straight room first time check desk devia sent passport desk escorted room polite extremely helpful,Positive
always enjoyed stay palaceits great exceptional service wonderful staff stay memorable experienceall staff go way attend needsowne must experience personally come back time visiting mumbaisea lounge shamiana serf excellent food especially breakfast best hadthanks hospitality,Positive
stayed joining great rail journey tour kerla konkan railway steeped history year great good stayed tip 1 security excellent lift bonnet vehicle entered check boot check underneath vehicle mirror photography arriving vehicle permitted 2 greatest asset staff customer service superb 3 outdoor swimming pool protected overhead mesh keep leaf bird 4 possible try get table sea lounge breakfast view lovely 5 go tour fascinating history 6 anosh sea lounge true credit,Positive
i've enjoyed stay amazing extremely satisfied service provided ppl extremely polite providing high quality service level breakfast really nice love arrangement done room since anniversary near location awesome heart colaba opposite indian gate arab go buy oud walking distance abdulrasheed ajmal also starbucks located back extremely secured,Positive
cannot thank staff enough welcoming attentive nature brought girlfriend first trip property impeccable staff exceeded everyone's expectation warm welcome rose departure gift could cannot stop reliving stay thank wonderful memory j todd alabama usa,Positive
exceptionally beautiful service excellent prompt extraordinarily friendly helpful staff certainly make point staying travel,Positive
superbly maintained grand ole excellent service prime location real treat privilege stay fine establishment good enough king queen movie star good enough,Positive
although localite never chance visit unless wedding took place got chance share room cousin seafacing room service roomview amazing stay experience much worthy really look forth come back stay also please stay old wing,Positive
room certain old world charm large bathtub spacious time breakfast table next window overlooking arabian sea crane neck bit see gateway perfectly authentic aloo parantha historic bar letter signed amstrong aldrin collins hmm need say,Positive
stayed night could wish better first time know expect greeted airport friendly professional driver white glove great start hour arrived magnificent quickly escorted room old wing must stay old wing spacious comfortable room stunning marble bathroom breakfast seaside lounge real treat service impeccable nothing much trouble loved fine bone china silver cutlery high quality linen realized love venturing challenge lot people quite determined sell something secret make,Positive
always try stay service beat upgraded access butler anything needed stay take tour interesting beautiful much history time stay get something truly differentthis time foot bath,Positive
"crown living per name crown hospitality industry showcasing best hospitality guest reason group correctly follows indian standard ""athiti devo bhavo"" even display indian culture uniform male female staff happened visit heritage property september 10 2017 gala dinner 10th uich asian congress delegate across globe welcome closing everything beyond imagination moment entered ballroom offered welcome drink denied walked quickly first international event hence curious see set awaited gala night",Positive
beautiful building beautiful victorian architecture good location one oldest excellent pool area large peacefull beautiful bar price high understanable beautiful room good service,Positive
first visit recommendation friend booked pleased arrived 2 jetlagged tired excellent reception aiport amenity travel fatigue,Positive
stunning location great especially business traveler however area well crowded looking busy travel might great selection impressed quality breakfast either coffee shop super busy noisy staff ofcourse helpful hospitable,Positive
staying living history really wonderful ever remember hospitality nice people came across specially need mention msnikita chocolate shop also mrsebastin took request phone booking mrneha mr glenalso lady assigned taking photograph lobby assistance helped trip memorable difference apology recollect name,Positive
place booked early stayed west wing butler full marble room lobby mix famous forget check signed photo shared amazing i'm going spoil surprise step outside hustle bustle vibrant city back room peach quite fully respected,Positive
visit pleasant 3days conference time spent exemplary want name satish gaikwad sandeep concierge prompt excellent service provided overall excellently executed event tajness reflecting aspect highly recommended must visit,Positive
"excellent respect particularly hospitality quality service soft touching approach customer care professionalism section area operation outstanding much than""value money""",Positive
stayed one night aloneon first sightit amazing beautiful facade noble furnishedstaffs kindi problem electricity called fixed quicklyi booked seaview room view also amazingit excellent experience staying improve wifiit betteryou relogin mobile auto screenlocked,Positive
make feel like maharaja start warm welcome traditional style followed courteous room allotment nice luggage handling extremely polite service staff whole experience mesmerising breakfast one best think beauty understood stayed various domestic international five star speak volume,Positive
perfect last experience everything feel like grace grandness take chauffeured trip around city enjoy city style wish time enjoy place stay part everyone experience,Positive
beautyfull near arabian seai lucky last year business meetingactually word found describing royal hotelits iconic beauty spereds dashing decorationoriginal paintngs amezed lot,Positive
huge place like hard established completes 50 year opening classic consist type food supplement many country,Positive
best ever single aspect service one kind worker welcoming helpful great breakfast hotel's restaurant special good went two masala kraft souk great,Positive
one best come stay safe secure comfortable feel welcomed moment step lobby comforting experience luxurious decor smiling always welcoming staff exceptionally clean room amazing service time leave know gonna back future stay,Positive
whether business visit tourist stay heritage wing experience ambience noise free environment extremely effilent service make remember reminisce stay long five floor majestic carpeted staircase lift also available excellent view historic gateway rain lashing monument monsoon day room enjoyed told classy restaurant coffee shop serving gourmet cuisine suit taste one best stay city travel frequently business stayed many,Positive
want know feel royal book night iconic minute checked minute left service unsurpassed employee work hard please impress look opportunity surprise thrill housekeeping tidy throughout day leaving microfiber square clean eyeglass velcro closure electronics cord flower delight room club room old section included afternoon tea evening cocktail postdinner cognac chocolate lounge employee treated like regular honestly want leave,Positive
easily iconic property chance stay 1903 build 'palace wing' 'tower wing' newer one tasteful fusion old new like luxury property heritage known exemplary service service appears gone bit nevertheless one finest city,Positive
"great house keeping attention good food nice staff pool area lovely little noisy street clean attention detail felt important guest loved idea supported group young student took guest safe trip slum area rather tour company appreciated guide effort "" meet locals""",Positive
one must stay heritage entry till check treat like king wing room extremely beautiful staff humble attentive customer excellent location property,Positive
fantastic location inside massive get lost instantly also great banquet golden room one great banquet hall food also average bang opposite gateway,Positive
iconic heritage symbol lovered_heartbeyond word one seven wonder world go early avoid line also go tour guidethey let take phone purse inside cover shoe,Positive
love art place stay love classical furniture artefact place love sweeping staircase oldworld charm place stay,Positive
luxury classic property nice good quality service value money close gate lobby quite big clean look luxury enjoyed stay thank everything,Positive
got chance attend meeting september visit needing assistance trip ahead concierge satish team help lot really helpful knowledgeable thank fb staff nice arrangement close gateway doorman's security team helpful one thank,Positive
historical value visit restaurant quite interesting food superb restaurant charge even seat restaurant price quite high,Positive
really one wonderful stayed pampers hilt recommend club room 6 th floor wing really value money memorable experience,Positive
stay comfortable also good restaurant get brief cuisine also souk look forward stay holiday destination group pea send send photograph clicked stay,Positive
luxury best felt like king day amazing property amazing history definitely like bring family one day royalish property felt like best concierge satish gaikwad team brilliant arrangement,Positive
one best stayed excellent hospitality professional one best stayed great service professional hotelier hope see soon entire corner story inspire guest that's great orientation great,Positive
attended 10th uich asian congress held crystal room arrangement amazing entire event arrangement excellent right welcoming guest presentation much impressed lavish variety food buffet layout food tasty kudos go concierge team headed satish gaekwad sandeep jagtap dinesh saptrishi excellent arrangement great welcoming,Positive
one best best ever stayed reason comment revolves around staff never come across professional team reception waiter porter cleaner concierge fantastic visit perfect took card harshvardhan sunderka could mention review went beyond ensure great stay room amazing restaurant food top notch expect perfect stay business pleasure come back stay day truly luxury feel comfortable want leave,Positive
although quick 2 night trip indeed best decision stay check super friendly staff even escourted room tried luck requested upgrade room given huge room perfect decor bathroom stunning breakfast world location cant get better look cheap deffinately worth penny well done keep,Positive
"want pampered luxury opulence also surrounded happy smiling face manage stay iconic structure rich heritage beautifully amalgamated modern facility lobby huge traditional indian welcome done smartly dressed hostess reception counter wall piece art politely checked refreshing welcome drink offered wall structure story tell willing soak room luxuriously thoughtfully furnished nothing garish heritage walk conducted tour must eye opener corner piece art beside "" art gallery """,Positive
many thing mention immaculately run excellent customer service staff kind friendly greet smile free upgrade superb breakfast high tea beautiful room freedom explore nook cranny within reason grand majestic premise maintained highest standard endless free gift child iconic hotelpalace steeped history swimming pool set beautiful ground son loved exploring vast grand staircase vast array boutique shop beautiful floral arrangement member family truly enjoyed second stay list endless positive moment walk feel,Positive
